Date,High,Low,Open,Close,Volume,Adj Close
2000-01-04,3861.0,3861.0,3861.0,3861.0,21000.0,2537.883056640625
2000-01-05,3900.0,2200.0,2200.0,2200.0,0.0,1446.0870361328125
2000-01-06,2200.0,2200.0,2200.0,2200.0,0.0,1446.0870361328125
2000-01-07,2200.0,2200.0,2200.0,2200.0,0.0,1446.0870361328125
2000-01-10,2200.0,2200.0,2200.0,2200.0,0.0,1446.0870361328125
2000-01-11,2200.0,2200.0,2200.0,2200.0,0.0,1446.0870361328125
2000-01-12,4500.0,3900.0,3900.0,3900.0,0.0,2563.51806640625
2000-01-13,3900.0,3900.0,3900.0,3900.0,2000.0,2563.51806640625
2000-01-14,4500.0,3900.0,3900.0,3900.0,0.0,2563.51806640625
2000-01-17,4500.0,3900.0,3900.0,3900.0,0.0,2563.51806640625
2000-01-18,3900.0,3900.0,3900.0,3900.0,2000.0,2563.51806640625
2000-01-19,4500.0,3900.0,3900.0,3900.0,0.0,2563.51806640625
2000-01-20,4500.0,3900.0,3900.0,3900.0,0.0,2563.51806640625
2000-01-21,4400.0,3900.0,3900.0,3900.0,0.0,2563.51806640625
2000-01-24,4000.0,4000.0,4000.0,4000.0,4000.0,2629.24951171875
2000-01-25,4000.0,4000.0,4000.0,4000.0,0.0,2629.24951171875
2000-01-26,4000.0,4000.0,4000.0,4000.0,0.0,2629.24951171875
2000-01-27,4000.0,4000.0,4000.0,4000.0,0.0,2629.24951171875
2000-01-28,4400.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-01-31,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-01,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-02,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-03,4500.0,3300.0,3300.0,3300.0,0.0,2169.130615234375
2000-02-04,3300.0,3300.0,3300.0,3300.0,0.0,2169.130615234375
2000-02-07,3300.0,3300.0,3300.0,3300.0,0.0,2169.130615234375
2000-02-08,4000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-09,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-10,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-11,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
2000-02-14,3000.0,3000.0,3000.0,3000.0,0.0,1971.9368896484375
