Date,High,Low,Open,Close,Volume,Adj Close
2000-02-21,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-02-23,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-02-24,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-02-25,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-02-29,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-01,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-02,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-03,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-06,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-07,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-08,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-09,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-13,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-16,4372100.0,4372100.0,4372100.0,4372100.0,3.0,3942779.25
2000-03-17,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-22,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-23,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-29,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-03-30,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-03,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-04,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-05,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-07,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-10,4372100.0,4372100.0,4372100.0,4372100.0,2.0,3942779.25
2000-04-11,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-13,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-17,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-20,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-21,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-25,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-04-26,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-05-01,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-05-03,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-05-04,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-05-05,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-05-09,4372100.0,4372100.0,4372100.0,4372100.0,0.0,3942779.25
2000-05-11,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-12,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-15,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-16,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-19,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-22,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-25,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-29,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-05-31,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-02,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-05,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-07,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-08,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-12,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-14,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-15,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-16,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-23,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-26,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
2000-06-28,4327480.0,4327480.0,4327480.0,4327480.0,0.0,3902540.75
