Date,High,Low,Open,Close,Volume,Adj Close
2000-01-04,40.0,40.0,40.0,40.0,40.0,19.538034439086914
2000-01-05,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-06,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-07,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-10,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-11,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-12,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-13,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-14,40.0,40.0,40.0,40.0,10.0,19.538034439086914
2000-01-17,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-18,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-19,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-20,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-21,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-24,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-25,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-26,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-27,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-28,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-01-31,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-01,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-02,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-03,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-04,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-07,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-08,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-09,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-10,40.0,40.0,40.0,40.0,0.0,19.538034439086914
2000-02-11,45.0,45.0,45.0,45.0,50.0,21.98028564453125
2000-02-14,45.0,45.0,45.0,45.0,0.0,21.98028564453125
2000-02-15,45.0,45.0,45.0,45.0,0.0,21.98028564453125
2000-02-16,45.0,45.0,45.0,45.0,0.0,21.98028564453125
2000-02-17,45.0,45.0,45.0,45.0,0.0,21.98028564453125
2000-02-18,45.0,45.0,45.0,45.0,0.0,21.98028564453125
2000-02-21,41.0,41.0,41.0,41.0,160.0,20.02648162841797
2000-02-22,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-02-23,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-02-24,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-02-25,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-02-28,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-02-29,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-01,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-02,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-03,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-06,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-07,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-08,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-09,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-10,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-13,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-14,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-15,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-16,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-17,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-20,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-21,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-22,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-23,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-24,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-27,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-28,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-29,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-30,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-03-31,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-04-03,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-04-04,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-04-05,41.0,41.0,41.0,41.0,0.0,20.02648162841797
2000-04-06,41.0,41.0,41.0,41.0,0.0,20.02648162841797
